id,text,Subject,Object,Sender,Receiver,Helper,Opponent
UgzEQO35s5mFvk5X-LF4AaABAg,"Hebrew word for VIOLENCE is: Hamas. It was first used in the Bible in Genesis. God saw the world  was filled with ""hamas"" (violence) and he sent the flood....
Let that sink in🎯🎯🎯",hamas,violence,hamas,world,,jews
Ugwn1hCFCMa0WFjVNGd4AaABAg,"Indonesi : melihat sebagai agama
Rusia :bisnis senjata api
Tidak akan mungkin rusia perangi israel . Rusia dan Israel itu pernah sama sama melawan nazi. Rusia dan israek itu satu iman😢😢",,,,,,
Ugyo02P3Ic6S1pE9-254AaABAg,"Thnks for the video. I was really wondering why my friend was so adamant and critical about companies giving donations to israel and boycotting them. Up to this point is till have no idea about it all i know is that this isnt something that its not up to our decision to boycot or side with any country. Both side has dealt massive distrust and sins against each other. We can educate ourselves and help but not to the point of boycot, we have no real idea how they feel they are just doing what they think is best and siding with one side will just fan the flames of hatred. 



Why not boycot the british? Or the UN since they started this whole mess? Ofcourse we cant because this is a generation of wrong choices and even israel and palestine has them mutual understanding and compromise is the way to end this until then this wont end.


Even if one side won due to war im sure the other will retaliate to get what they think they deserve.",audience/commenter,information,,,video creator,
UgxL-Bl4bnyWNsj4Blt4AaABAg,"Lol Everything is about Hamas/Iran/Hezbholla not accepting peace, being terrorists. Lol...great story, But being a constant Occupier, treating Palestinians like animals, making and having Nuclear weapons But against Iran having the same, using Mosad and assassinating people makes Israel God's gift to mankind.  Lol...great BS... they talking peace but bombing Palestinians everyday Yet still its the other's not to be trusted. F that just stop this BS and work on peace so we all can be better.",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgwhcTY6ZOb9kDHcem94AaABAg,"United States of Is####!
Their ideology has infiltrated your country and now they are trying to brainwash the American people... but they are waking up. The American people aren't so stu pid!",,information,,,,
UgwmAwMQX4TipC-lpSB4AaABAg,Pray for the 14500 Palestinian hostages held in Israeli prisons without charge of which many children who are being tortured for decades.  Pray for injustice Palestinians have endured for 76 years. Open your eyes and see 👀 the whole truth.,palestine/palestinians,rights/freedoms,god/allah,palestine/palestinians,,israel/israelis
UgxDvHFjqgyZ_hEA5zN4AaABAg,"What a load of garbage!  You completely skipped the part how Palestinians were living in their home soil for thousands of years and were the true owners of the holy land. How the british promised them about their freedom and betrayed. You skipped the part where british helped zionist to settle in Palestine. You willingly skipped the part how zionist attacked the innocent residents of Palestinians. You skipped the part where the zionist were far less in number compared to the Palestinians yet they were given the land. 
Most importantly you skipped the part of Naqba the tragic event where the Palestinians where displaced from their home by military intervention of zionist. You are a propaganda machine.",palestine/palestinians,territory,britain,zionists,,zionists
UgwnJYWwFFH-U3_jcv14AaABAg,"You can’t be committing a genocide and the turn around and play the victim to when someone says “hey Israel committing genocide is bad”, like you can’t be both the victim and the one killing innocent people on mass scale",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgykNhgOZJ36ngdEOVF4AaABAg,What a load of bull from the compromised station. The retelling of history from this islamists station. Israel was attacked and the occupation of lebanon was in response to attacks on it. Stop rewriting history AL Jazeera.,israel/israelis,security/safety,,,,
UgyJPHt4qxadFh1KPW94AaABAg,The British promised Palestine to Europeans. There was no logic in creating a country on top of an already existing local population. Lets not pretend not to see this clear injustice.,palestine/palestinians,territory,britain,israel/israelis,,
Ugxlv-hvjAHiNgburCl4AaABAg,"You arm a country and then tell them not to use those arms? Right!  You've seen Israel, starve , bomb schools, and hospitals of the Palestian people, and you think Israel is in danger?",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgzUfa3qQXnfMz0QABh4AaABAg,"I remember seeing a vid that was posted of a mass grave being bulldozed by idf , they have no respect for deceased palestinian bodies ......also theres other vids of idf soldiers saying that they want all Palestinians gone/deleted smh , I bet the other idf goal is to make Palestine and the surounding areas  uninhabitable so that theres nothing left for the Palestinians to go home too",idf,violence,idf,palestine/palestinians,,
UgweTpCyVwuEHQDRrb54AaABAg,"Listening to Norm is like listening to a mix between a crying baby, a mixer and an alarm.
God damn, what a child, could not handle or concede a single bs thing he said, even when stated by the guy he is missquoting, or by the ACTUAL document that destiny pulled and quoted.

Goes to say, titles mean nothing, Norm lives by his title, otherwise pretty pathetic and sad.",audience/commenter,information,video creator,audience/commenter,,video creator
UgzN4v6wlTFxxj6yxJt4AaABAg,This guy is a professional narrative engineer. ALL of what he said here is a comolete lie. 100 years ago there was not such a thing as Palestinians. It's a fictious people. Jews lived here for 3000 years since the times of Kind David and Kind Solomon ruling the kingdom of Israel. Please ppl: check the historic facts and educate yourselves.,audience/commenter,information,video creator,audience/commenter,,video creator
Ugz6JBoQyilV5br6cP94AaABAg,"In the ottoman time all the area that today syria jordan and israel was without borders and called syria palestina.  In a secret agreement between britain and france called sies picot agreement britain and france divided the area between them syria and lebanon go to france and the rest go to britain.  When the Arabs learned about the secret agreement that syria go to france they felt betrayed and started to develop new identity separate from the Syrians and the Jordanians.  There is no difference between the Palestinian jordanian and syrian.  The Arabs that today called themselves palestinian always considered themselves as syrian Arabs,  see the agreement between Faisal and Weizmann from January 1919 from the Paris peace conference.",arabs,territory,west,west,,west
UgwrlR4Btzfyt7iCPZ94AaABAg,"When the l$RAELl's  say ""mowing the lawn"" - they mean destroy ANYONE that gets in their way - Rachel Corey or Yitzhak Rabin.
Israeli Prime Minister Yitzhak Rabin spoke of peace,   and he was ""un-alived"" for it  - It was NOT a Palestinian that committed the crime .... (N-YAH00 bore responsibility - LOOK IT UP)",israel/israelis,violence,israel/israelis,,,
Ugx6tFNNWjxpA69UocB4AaABAg,"The government didnt even do a thing when one of theirs got killed who was a member of world kitchen..you know what the zionist mentioned?? 

I saw the picture on telegram the passport of the australian was shown along with the caption ""can no longer jump with the kangaroos""

And satanyahu said it was a mistake...

And now rafah..he also said its a tragic mistake..and still no serious actions taken",israel/israelis,violence,israel/israelis,,,
UgzPboPMgaBerMvAQvx4AaABAg,Why negotiating with a terrorists. Is the US becoming so weak. How can  you negotiate with a terrorists who is still holden hostages unlawfully. Is the US government playing to favour Iran and Hamas.,,power,,,,
UgwJTUKHy3GZhyfaZRZ4AaABAg,"This interception of the shipment does not sound accurate at all. Remember these devices were around 5000. They must have used another way. The other thing is, just replacing a battery by an explosive is not enough to explain this.",audience/commenter,information,,,,
Ugy6FMCTaAFTZlVgz514AaABAg,"The more and longer you poke a hornet's nest, you're going to get stung over and over again.  Simple logic escapes you.  Stop shelling northern Israel and you will be left alone.  Keep your ideology of anti-semitism out of the political spotlight and live your life in peace.  And you shall have it.",israel/israelis,security/safety,,,,
UgyfGFAvSrcOiFCiKMF4AaABAg,The residents of Khan Yunis were repeatedly told to evacuate back in November. Here we are in February with 4 fighting age males still in Khan Yunis 🧐 wonder what tunnels they came out of. Choose not leave an active battle zone stick around and find out what happens. I wonder how many Taliban were struck by missiles when they were unarmed? I’d say most of them. This reporter is clearly anti-Israel and believes Israel has no right to defend themselves or try to get back there hostages. If this happened to Any other country the world wouldn’t bat an eye. He spreads that same tropes and blood libels that Israel is trying to starve the Gazans you know cuz it’s such great PR for Israel and all. Mentions nothing about how Hamas steals the aid and then resell it on a black market for inflated prices.,israel/israelis,security/safety,,,,hamas
UgwAxBfGOw9hTtUjORB4AaABAg,"Anychance of Palestinian Moderation, was destroyed by Yasser Arafat's Nazi Supporting friend of Adolf Hitler, and Recruiter of SS Divisions for him, His Uncle, who after the War became a University Lecturer, and his Nephew changed his name to Yasser Arafat, to go to that University and nobody would know they were related. His uncle was the man who drove the Agenda of Genocide at a time when most Muslim Neighbours looked forward to the likely large  benefits of having the Jews as Neighbours. All that from information that became available after the War. People just don't realise how Broke Britain was at the Time, Not even having enough money to renew a totally worn out Railway infrastructure or Rolling stock and locomotives, that was worn out in the War effort. that's why Beeching had no option but to Catastrophically Close down permanently, large areas of the Railway Network. Britain having a Comminist Establishment worse and more Socialist than behind the Iron Curtain, after 1945, sure didn't help either, with the adoption of the Disastrous Soviet War Production Model, and the approach of if it Moves, Nationalise it, all to Expand the State, which being already Bankrupted by the War, only drove Britain  deeper and Deeper and Deeper into Debt. 🤔",audience/commenter,information,,,,
UgzyBHtFFOE7dN6IImd4AaABAg,"Any soldier will tell you Rpg and mortars cannot take out a MBT 
In Iraq a challenger was hit by at least 6 Rpg without destroying the tank.",audience/commenter,information,,,,
UgwapL7x54vGH3q8ZU14AaABAg,my gut tells me that all lithium batteries are explosive and they just dont wont to reveal they have the capability to make almost any device explode out of no where,audience/commenter,information,,,,
UgwRCf8DTkQf9WgX35V4AaABAg,"The British broke the Covenant of the League of Nations when they prepared the Mandate for Palestine in 1922. Article 22 did not permit the British to do anything other than guide Palestine to statehood. The Arabs had to watch this for 26 years unable to stop the land being illegally stripped from the Palestinians. Antisemitism was not the dominant driver of the Arabs enmity towards the Zionists, the dominant driver was the injustice dealt to the Palestinians. Given the timing, antisemitism in the Arab countries was probably initiated by this act of the British.",palestine/palestinians,territory,britain,zionists,arabs,britain
UgwU0tuxWhaFA-COYVZ4AaABAg,"The hostiges will never come back if Netanyahu will not stop his Genocide! He is rasist, fascist, Zionist and has nothing to do with God in  whom I believe and follow!",israel/israelis,violence,,,,
Ugxqync21ka6LlAzddh4AaABAg,Biden and his administration should be held accountable for funding Iran to fund terrorists Hamas. Tell the whole story instead of trying to make Israel look like criminals,,power,united states,iran,,
UgyNal4Fm-flKWGPMsx4AaABAg,"Neither Palestine Mandate nor Balfour Declaration had any legal authority in England: House of Lords ruled Zionism unlawful in 1922. It was dead in the water, 1923. Ramsay MacDonald revived it in 1924, and it ran, unlawfully, through to 1948",audience/commenter,information,,,,
UgwLqMikRerkdqEVX9B4AaABAg,"Do Palestinian lives have the same value to us, in an abomination that has continued for them for 75 years? Do we also know the names of their dead babies, their humiliated grandparents, their murdered children? Do we know their individual dreams, friends, school reports? Palestinian lives are usually mentioned by number: 10.000 dead, 900,000 displaced, 2.2 million inhabitants. No names only numbers.",palestine/palestinians,rights/freedoms,,,,
UgzVmRmUhxLcaCzTV2t4AaABAg,"All the political capital of little Israel, all the admiration for the courage of the Israeli armed forces, all the empathy for a people who suffered a holocaust, all that goodwill has been sucked out by Israel's conduct in Gaza.  The very word 'Israel' is taking on new negative associations. What is happening in Gaza is 'according to plan.'  The US needs to decide if it is still the US.",israel/israelis,violence,israel/israelis,palestine/palestinians,,
UgzSOU_LHvKZkXA9ldV4AaABAg,The reality is that the United Nation is unfit for purpose and literally powerless:They have become nothing more than an NGO. Just like Oxfam and Redcross...,united nations,power,,,,
UgzlgX8ApsLsSshH2OZ4AaABAg,"Notice he never says anything about Israel not do anymore attacks while talks are in place. So basically it’s ok for Israel to continue killing Palestinians as much as it wants during these talks that are nothing more than delay tactics until the U.S. military is in place and Israel receives and places the $24 billion weapons aid package for their war against Iran. There is no ceasefire agreement because amas is excluded so it’s all a facade for time yo prepare for war and allowing Israel to continue and escalating their killing of Palestinians.
No mention of Israel murdering amas leader Haniyeh so who’s representing amas? 
What he’s saying is amas must give in to Israel 
This nazi-Zionist is representing his country Israel",israel/israelis,violence,israel/israelis,palestine/palestinians,united states,hamas
UgwXoZRSAmdmI1MUngh4AaABAg,"In Short, Arabs started wars and lost all the time while crying. You didn't mantion that 'Araffat' was a terrorist who used deception and commited terror attacks against Israel. There is no such thing ""PS"". Judea belongs to the jews, the roman Empire named Judea as ""Palastin"" in order to insult the Jews. You really didn't mantion those solid facts.",arabs,violence,arabs,israel/israelis,,
UgyswoxdvmALAJPro5Z4AaABAg,Something has changed and it’s definitely not in Israel’s favour so they have to take a break and replan the whole thing again they are running out babe 😊,,power,,,,
UgzOfnttbhkOKqb0rlt4AaABAg,"Hamas doesn't know what is coming for them if they don't turn to Jesus, What a demonic situation these hostages stayed in. I feel so sorry for the families. We keep praying for Israel",israel/israelis,security/safety,god/allah,israel/israelis,,hamas
UgwbyB7QTCXrZm-27R94AaABAg,"I thought this was gonna be a biased video but to be fair it’s pretty objective, and very concise too. Only thing I would change is you could have mentioned how the Palestinians in the West Bank are currently being subject to apartheid. Otherwise, really good video",audience/commenter,information,video creator,audience/commenter,video creator,
UgzeLDqXsTa5sJJlicZ4AaABAg,"Gaza is a Canaanite word for a major Canaanite City.

All the Places in Palestine have Canaanite/Hebrew Names for a reason.

It’s the Indigenous Homeland of the Canaanite Israelites the Ancestors of the Jews.",jews,territory,,,,
Ugz5ljm6Ddz8dimVxfh4AaABAg,Why did they take their clothes off and hold a white flag approaching their own army because even they knew their army shoots Palestine civilians so its important to them to make sure the soldiers know they are not Palestinians,israel/israelis,violence,israel/israelis,palestine/palestinians,,
Ugy-E38Q5a_G9e8N3t94AaABAg,"""Little s*tan"" was tje 9th horn of the dragon. They are not the real jews, but the seeds of japhet. Arab countries are the real keepers of Palestine. There is no country or state named Israel but only Palestine. They established the ""israel"" to have a european state in the region.and became their armory.",arabs,territory,,,,israel/israelis
UgxO-Rad_vltu9Wyp9h4AaABAg,Before it use to happen marical in the war which has have defeated arab nation which was impossible but this days this divine intervention does not  happen u why bcos the present generation does not live upto  God ways .if u want to know why think n look back what u ve  been doings,,,,,,
Ugzo6Xte6T6XmyeWwEF4AaABAg,"The people in New Israel aren't Semites. You cannot be anti-Semitic if you are against Israel. Those people are Eastern-European who changed their name and learned to speak Hebrew. Why did they have to change their names? Because when two people get a the child, the child gets the last name from the father. And these non-religious Jews in Israel loved European men and women.
Actual religious Jews would never marry a non Jew.",audience/commenter,information,,,,
Ugy8XQ374vp0yFfruP94AaABAg,"Its all FAKE NEVER HAPPENED. The people look like Models from Victoria secrett, never happened ....
As Hamas said!!!  of  Israel in  concert attack. .
Terrible storms for you",audience/commenter,information,,,,
Ugw8GMStXf7PiDcycG14AaABAg,Dhruv bhay simple hai abhi tak Kisi ne palastine pe bat ki hai kia Israel ne palastine pe qabza nehi kia abhi tak wo kia kar rahe the Kisi ne Kuch kaha jab Muslim pe hamla ho tou Sab khamosh rehte hai aur jab wahi musalman apni jaan bachane ke Liye uth khare ho tou wo terrorist waaaaaaaaah kia insaaaf hai👏👏,,,,,,
UgymTNyllI5-mhfvCyV4AaABAg,You can fake this so easily. Blur the face of the whistle blower and call it Israeli. Verify the identity and authenticity of this video or I call it BS.,audience/commenter,information,,,,video creator
UgzEYcR1nG3SCfrfIXt4AaABAg,This geno*cide is going on because of lies lies andnlies of you all. Zionists propaganda agents. Do not believe this fake media. These channels are propaganda agents of Zionists.,audience/commenter,information,zionists,audience/commenter,,zionists
Ugyb1m2U-exf8l4q7GJ4AaABAg,"Mam there are some mistakes in your understanding about the issues you explained. 
Please check and go further in time.

Because Jews were living in that area not the Muslims.",audience/commenter,information,video creator,audience/commenter,,video creator
UgyO8DLKhq0zZIov5Ct4AaABAg,"According to Mark Twain, Melville, Stanley and Gogol the Holy Land was almost empty. Anyway, a Jewish community was still alive in Jerusalem. Furthermore, the majority of Jews living in Israel today descend from Mizrahi Jews who were from Middle Eastern countries such as Syria, Iraq, Iran, Turkey, Egypt, Morocco and even Afghanistan and Yemen.",jews,territory,,,,
UgwbcwcxVq8WW6ym6o94AaABAg,"MSNBC, or Bidentube, you should have spoken up much sooner. The problem is not just Netanyahu, it's the Biden administration not demanding WITH CONDITIONS that Israel abide by international law. And you guys not reporting on it with honesty of how asymmetrical this ""war"" is. Gaza are mostly defenseless, starved, imprisoned children, whereas the IDF is the richest military in the world that operates with complete impunity.",palestine/palestinians,rights/freedoms,,,,united states
UgxhxcxEnaJqxfKCxpt4AaABAg,"There is literally NO connection between Philistines and Palestinians. Literally 0. Philistines were seafarers from the Mediterranean islands, Palestinians were ALL inhabitants of the piece of land that Roman call Palestina (to punish the Jews for the revolt) and in the most recent times, since this name was adopted by league of nations when issuing mandates in the middle east, all people who lived in this land up till 1948, arabs, Jews, Christians, all had palestinian passports. The Muslim arabs appropriated this term in the 1960s, with the inception of the PLO as the champions of palestinian national movement, consisting of rather generic arab populace in palestine that came to that land mostly in the very recent times, 19th century, from neighbouring countries like Egypt, Saudia and what now is Jordan. So pleae rename your channel to 'I have no clue in the basics of history' or to 'I'm just guessing here' amd I'll subscribe...",audience/commenter,information,audience/commenter,audience/commenter,,video creator
UgyOByA6WSfNGnMtTNh4AaABAg,"If you think this was ""objective,"" ask yourself why:

- only a caricature of a jew with sidelocks was used but no counterpart keffiye or hijab personage
- also, the handshake shows a caucasian hand representing Israelis when the vast majority are as olive-skinned as the Arabs who hate them
- only one Israeli politician was named but no Hamas leader calling for the erasure of Israel
- all tanks point to Gaza but no bloody knives pointing at Israel to depict the thousands of suicide attacks on civilians over the years 🤔🤔🤔",israel/israelis,rights/freedoms,,,,
UgxHBzxrxWgqqntiYRd4AaABAg,"Sad reality but one who supports indirectly terrorist in our country are not educated enough to understand your views or even language,they r just uneducated people who just spread propaganda.I think we have to stand with Israel and innocent people from Palestine.",audience/commenter,information,,,,
UgykLWi-8gP7XT1rN-F4AaABAg,😂😂😂😂😂true I've seen everything why is this docter talking for the hostages why the hostage him/her self saying the truth 😂 damn these MF lies 😂,audience/commenter,information,,,,video creator
Ugz2Gzc45pYqSd6SEcV4AaABAg,"THE PALESTINIANS ARE NOT UNDERSTANDING U TIL NOW THAT THE MORE TIME THEY LET PASS WITH NO A PEACE TREAT THE MORE THEY LOSE. IF THEY COUKD HAVE ACCEPT THE PARTITION IN 1942 TODAY THEY WILL BE A RECOGNIZED COUNTRY  NOT A STATE..THEY LET THEMSELVES TO BE RULE BY TERRORIST AND WHAT THEY HAVE TODAY...?
NOTHING
NO LIFE 
NO HOME
NO HOPE
AND WHO ARE THEY TODAY...?
WAR REFUGEES... AND THEY WILL STAY AS IT IS BECAUSE THEIR PRIDE AND NEGLIGENCE!!!
ARAB MENTALITY IS POOR AND IT WILL BE FOREVER",israel/israelis,peace,,palestine/palestinians,,palestine/palestinians
UgzmEpYg8WUIAtmMsTR4AaABAg,"""just focus on how handsome Benjamin netanyahu was when he was younger""
**Jordies then shows an image in which netanyahu looks like him but 10 years younger**

Bruh",audience/commenter,information,,,,
UgwJnk8v7lR48zg3j_54AaABAg,"Please provide proof that Palestine was promised to the Arabs?  The Faisal-Weitzmann documents say otherwise. The Jews were promised Palestine, the Arabs were promised the rest of the land.",jews,territory,britain,jews,,
UgzySDRodRvJvQGZmjJ4AaABAg,"Let me tell you few facts

That land belongs to Israel (jews)
Historically
Politically
Whatever name you call it. 

Jew's homeland is not Europe its Israel . 

Jews were driven out from that place due to lot of empires ruled that region. 

Assyrian Empire
Babylonian Empire
Rome Empire
Ottoman Empire. 

In all these ruling period, jews were slaved , captived, abused , tortured and so on . 

Then how come Palestinians came in to existence. 

During Ottoman Empire period, he's a Muslim ruler. He drove many jews out of the land and brought arabs into those regions . These arabs are mostly Jordanians, syrians, Egyptian. 

Ottoman Empire is the person who renamed that place as (Syria Philistine) which is modern day called as Palestine. 

Remaining things is what this video explains. 

Israel wanted peace but Hamas wanted war. 

So Israel is defending and Palestinians playing victim card as usual. 

The peace solution will only happen when gazian get rid of Hamas and merge themselves with PLO.",jews,territory,,,,muslims
UgzjdZbPXejbQKdYUnp4AaABAg,"What they did to this girl and all the hostages is beyond any words. If you see photos of her before she was taken shes unrecognizable. They starved her down to a sekelton and made her look like a young girl rather than the beautiful young woman she was before. That wasnt enough for the barbaric Hamas, no...they were only satisfied with killing her and all the other 5 young men. Impossible to believe Hamas are human. 🤮",israel/israelis,rights/freedoms,,,,hamas
Ugwd_x90KNha6TcYvSJ4AaABAg,"Norm is odd. He’s to close to the forest.  He thinks everything is an academic project. An essay. Way too rigid and not understanding the human condition. He seems emotionless as a person.  Jewish Human beings in 1930s and 40s weren’t overthinking the issues.  The world was just at war. Their group had almost been destroyed. Many lost lives ones.  Instinctively as a human, like Maslow hierarchy, you’re focusing on the basics BEFORE you engage in all this banter.  Say what u will, but to be a Jew after ww2 must have been quite harrowing. No country wants you. But they had 1 opportunity for an existence in their old homeland.  Israel was not built up. Everyday was a fight for existence.   

For Arabs as well as Jews, living and sustaining was a daily fight.  For Jews, it must have been consciously and/or subconsciously traumatic. Many times in life, when the framework of your existence a
Has been upended, you bury the trauma.  There are deep psychological scars in sure. What’s amazing about the Jews is that they never gave up. They found a way to thrive.  They accomplished goals.

Instinctively Jews knew that a new course must be charted. They needed a homeland. Imagine after all of what the 30-40s brought to the Jews, the Arabs start a war.  It must feel like the whole world has been against them and their survival. Where is the humanity for what Jews went through? It’s amazing quite honestly. I’m surprised they are not more psychologically scarred.  Arabs went through a lot too. But they were surrounded by other Arabs. Strength in numbers and religion. 

The Palestinians too went through a lot.  Other Arab countries will help but only so much.

It’s sad that these 2 great people couldnt find and believe they are more the same than dissimilar.",jews,security/safety,,,,
Ugx8Q4-AwG7K5-7Nlwp4AaABAg,"the ev!l jews hacked the pagers and sent a virus message that sent the pagers into a full power lop that over heated and then exploded the pager batteries, it was a virus message that locked the pagers into using full power continuously until the battery burned up and exploded when it reached critical temperature, it was a flaw in the pager design they exploited ???
israel is a terrorist state !!!",jews,violence,,,,
Ugw_xthWvf5ljr-Sb1V4AaABAg,"WHY THE WESTERN COUNTRIES ATTACKED AND GAVE ISRAEL A PIECE OF LAND FROM PALESTINE, AS OPPOSE TO A PIECE OF LAND FROM THEIR OWN COUNTRIES? I AM JUST ASKING",,territory,west,jews,,
Ugwo-0TriJGLq82rI7Z4AaABAg,The whole world had already awoken to the injustice. This is a paid ex-hostage. She looks well. Evil genius has short shelve life. That’s y this is called Fox News. Foxes !!!,audience/commenter,information,,,,video creator
UgzEoSIXNKU3LnC-z8d4AaABAg,"The idf is not raping Palestanians.  IDF is not cutting babies out of their mother's stomachs & stabbing the babies while forcing the mother to watch as she bled to death. Hamas put babies into ovens, Palestanian babies are not being put into ovens by Israel.
Hamas didn't give their victims time to leave like Israel did.
Why all this sympathy for Palestanians & not much for Israel?
Palestanians voted Hamas into power. I have little to no sympathy for the Palestanians.",hamas,violence,hamas,israel/israelis,,israel/israelis
UgwrX2UulqE1YcHwbhF4AaABAg,"If they haven't acted by now after so many murdered civilian's they never will. All these western countries are waiting for ""Biden the Baby Butcher"" to act first.",,,,,,
UgyeyfSxgMDK8R0VOkJ4AaABAg,"It is sad that the wars that have been ongoing for 3000 years continue, and it seems they will persist eternally in the future as well🙏🙏🙏🙏🙏🙏",,peace,,,,
UgztfA_iQz0ro45Xigp4AaABAg,Kya ap btaa saktay ho Palestine k logo ki life style and wo number bata sakty ho Jo ab tak Israel ny brutally kill and kindanp kea hain.,,,,,,
UgzqBq0VLg3n1mEgy754AaABAg,"In April 1989, in Matamoros Mexico, the Mexican police discovered a satanic cult whose members believed that by drinking a drink or potion from a broth containing human parts they could become invisible and invincible. To this end, they murdered a dozen individuals. Something similar happened to the nine-month-old baby Kfir Bibas, from an Israeli-Argentine family, who was kidnapped in Israel on October 7, 2023. Kafir Bibas was murdered on December 2023 in a context of witchcraft or Islamic magic. He is the only hostage whose body will never be recovered.",hamas,violence,hamas,israel/israelis,,
UgypnGROBDgKweSz0ml4AaABAg,"A good pill of history. Let's add that not all Jews left Palestine, there has always been a small but continued presence and that most of Jews who ""returned"" were actually ashkenazi ,whose ancestors were mostly converted khazars.",audience/commenter,information,,,,
UgyOJGFZvX16RV3uAll4AaABAg,"I agree with the IDF when they say they are abiding by international laws. But the problem is when they say ‘international law’ it means the law US followed in Iraq, Libya and other wars unilaterally waged by the US",,rights/freedoms,,,,
Ugw1zz86FNkrkNYmJTB4AaABAg,"NBC fired mehdi hassan for speaking truth to power BUT just hired ronna McDaniels Romney of the RNC!!! The same woman MSNBC tells us is an insurrectionist,  a big liar and anti democracy!!!
Shame on NBC!!!",,,,,,
Ugyykm01ote6Gwqo5nt4AaABAg,And yet people will keep suppirting israel when they are just occupiers and colonisers am still wondering and it really hurts how humans choose to be mean and ru. From the reality israel should not exist let alone fight back,israel/israelis,violence,,,,
Ugwmax2omjdmv3ptZBB4AaABAg,"Why do you think ""If Khamas is gone another group will rise"", it's because you are occupiers of land that is not yours AND subjugate the Palestinians brutally. ""Use your words"", please as if that solved anything, you want peace without Justice. The struggle will continue because the Palestinians ARE the resilient ones. Didn't many DUEL Israeli citizens leave the minute things got tough economically? You have no attachment to the land, just a bunch of European colonizers DANCING next to the worlds largest concentration camp",palestine/palestinians,territory,,,,israel/israelis
UgwrSB88cLkpssl6yVJ4AaABAg,"This is fake news and only propaganda. watch other News channel and you will see the interviews on those Israeli hostages released, especially that woman. they contradict what the IDF said",audience/commenter,information,video creator,audience/commenter,,video creator
Ugy6xUP8OeaaIgi3dnx4AaABAg,"Well I could never thank you enough for your enlightening video here. In light of recent events I have done some research into the history Palestine and indeed Gazza. I hope now above anything else in this life, that these misplaced, displaced People will eventually and rightly have their land returned to them. Furthermore the West must pay for all reconstruction works required, and that to which the Palestinian People want. This abhorrent suffering has to end now. Free Palestine☮️🇵🇸🇵🇸",palestine/palestinians,territory,,palestine/palestinians,,
UgzPU3j3eVFOMp5hY6J4AaABAg,My comment i would rather be abused than killed like 20000 Palestinian civilians.Utube deleted it.That violated community standards or is this the usual censorship of Palestinian civilians deaths?,,information,,,,
Ugz_gGL7-4h9S-agiAp4AaABAg,"I cannot imagine what words can ease the pain of such a terrible loss when the terrorists who did this are still breathing. I can only say about the terrorists from gaza and hamas a quote from the movie ""The Crow"" (1994) about all those involved in the attack, murder and kidnapping of innocent people on 7.10.2023: ""They are all dead. They just don't know it yet.""",israel/israelis,security/safety,,,,hamas
UgynWtuL240GIFy6C5J4AaABAg,"So with that being said, I can see that. Israel studies their whole culture studies religion. They're not studying how to go and teach their kids to kill the neighboring countries. I believe some of these countries teach their kids from the time. They start preschool till the time they get out of high school how to kill. That shows me where the right and the wrong is. Somebody has to pay for the wrong and they will pay. That's the fact that is the fact. Sorry you can talk all the crap you want. What's happened has already happened and it looks like it will continue to happen so even the people in United States of America that have these negative thoughts. Eventually someone will have to pay in that situation as well. It can only go on so long and then things will have to be changed. People will have to be punished, hopefully not by death. Maybe just by imprisonment, but there has to be laws. Moral ethical, mental emotional and physical period figure that out and you got the answer.
That shows me",israel/israelis,rights/freedoms,,,,
UgxE59aOeFiwgdyrsnJ4AaABAg,It took the genocide princess who said they made the deserts bloom to realize that the palestine people  are getting ethnic cleansed  about time the the E.U spoke out but where is the ICJ,audience/commenter,information,,,,
UgybNPWR3YAy6xGNWGl4AaABAg,"It was still pan Arab pan Islamic nationalism that led the hostilities as it is today.
The ethnic Arab Palestinians had no sympathy for Jewish refugees. They allied themselves with Germany's anti Jewish policy and sought their aid to drive them out. No wonder the Jewish leaders pushed back. They were being exterminated in Europe and restricted from entry as refugees.
Israel was a survival project quite separate from British and French interests. They succeeded. Brits and French are gone, Israel is still there.",jews,security/safety,israel/israelis,jews,,arabs
Ugz72_moGpdkl7CwEyt4AaABAg,"The place at which the music festival was running is a part of Palestinian occupied lands. Zionist gangsters and occupiers should go back to their countries,  they can organise why festival their in their countries, not in occupied Palestine.",palestine/palestinians,territory,,,,zionists
Ugz-BcT0-l3-T7BWtHx4AaABAg,"Does Australia have a strong Zionist lobby, like the US and Canada? It’s like we’re living in countries controlled by Israel and it can get away with anything.",,power,,,,
UgzMW-hFAB8VLAL7bPR4AaABAg,"The satanic sect in a action.
And Australia government insist to bring these criminals into the country? The ideology of the Australian government is both criminal and useful idiotic",,,,,,
UgyPpXZHvZs6vf6dFfp4AaABAg,As long as there is occupation there is No peace. As we have a stat for Jewish side we should have a stat for the original homelands Palestinians Muslims and Christians.,palestine/palestinians,territory,,,,
Ugzpq14HnWa-PbrFBst4AaABAg,anyone who says the issue started in the last 200 yrs is mostly pro palestine if you were to go back accurately u would explain who’s wrong and who’s right,audience/commenter,information,,,,
